title,description,label,label_num
A university research group test new material that could improve solar panel efficiency,"A university research group test new material that could improve solar panel efficiency, in a development described as significant by the field.",Sci/Tech,3
the Highland Bears extends winning streak to ten consecutive matches,"In the tennis grand slam, the highland bears extends winning streak to ten consecutive matches, drawing reaction from fans and analysts alike.",Sports,1
Japan: The ruling party sends humanitarian aid after devastating floods,Japan the ruling party sends humanitarian aid after devastating floods as officials react to unfolding developments across the region.,World,0
Silverline Bank announces merger with rival firm worth billions,"Silverline Bank announces merger with rival firm worth billions, according to a statement released to investors this week.",Business,2
the United Strikers names new head coach ahead of upcoming season,"In the rugby union, the united strikers names new head coach ahead of upcoming season, drawing reaction from fans and analysts alike.",Sports,1
Pinecrest Industries unveils plans for major expansion overseas,"Pinecrest Industries unveils plans for major expansion overseas, according to a statement released to investors this week.",Business,2
Dynatech Systems shares surge after positive investor forecast,"Dynatech Systems shares surge after positive investor forecast, according to a statement released to investors this week.",Business,2
the National Eagles suffers unexpected defeat in opening round,"In the regional basketball association, the national eagles suffers unexpected defeat in opening round, drawing reaction from fans and analysts alike.",Sports,1
Vertex Energy Corp shares plunge following disappointing sales figures,"Vertex Energy Corp shares plunge following disappointing sales figures, according to a statement released to investors this week.",Business,2
the Falcons sets new record at this year's tournament,"In the world championship, the falcons sets new record at this year's tournament, drawing reaction from fans and analysts alike.",Sports,1
An artificial intelligence firm reveal advances in machine learning for language translation,"An artificial intelligence firm reveal advances in machine learning for language translation, in a development described as significant by the field.",Sci/Tech,3
the United Strikers names new head coach ahead of upcoming season,"In the rugby union, the united strikers names new head coach ahead of upcoming season, drawing reaction from fans and analysts alike.",Sports,1
Cascade Retailers launches new product line targeting younger consumers,"Cascade Retailers launches new product line targeting younger consumers, according to a statement released to investors this week.",Business,2
Egypt: The ruling party faces criticism over handling of refugee crisis,Egypt the ruling party faces criticism over handling of refugee crisis as officials react to unfolding developments across the region.,World,0
Bluepeak Motors announces merger with rival firm worth billions,"Bluepeak Motors announces merger with rival firm worth billions, according to a statement released to investors this week.",Business,2
Silverline Bank unveils plans for major expansion overseas,"Silverline Bank unveils plans for major expansion overseas, according to a statement released to investors this week.",Business,2
Vertex Energy Corp shares plunge following disappointing sales figures,"Vertex Energy Corp shares plunge following disappointing sales figures, according to a statement released to investors this week.",Business,2
Dynatech Systems unveils plans for major expansion overseas,"Dynatech Systems unveils plans for major expansion overseas, according to a statement released to investors this week.",Business,2
A robotics startup demonstrate prototype capable of autonomous navigation,"A robotics startup demonstrate prototype capable of autonomous navigation, in a development described as significant by the field.",Sci/Tech,3
Engineers at a leading lab announce partnership to build next-generation data centers,"Engineers at a leading lab announce partnership to build next-generation data centers, in a development described as significant by the field.",Sci/Tech,3
the Riverside Warriors clinches dramatic victory in final minutes,"In the national football league, the riverside warriors clinches dramatic victory in final minutes, drawing reaction from fans and analysts alike.",Sports,1
Japan: The defense secretary faces criticism over handling of refugee crisis,Japan the defense secretary faces criticism over handling of refugee crisis as officials react to unfolding developments across the region.,World,0
Scientists develop breakthrough battery technology for electric vehicles,"Scientists develop breakthrough battery technology for electric vehicles, in a development described as significant by the field.",Sci/Tech,3
Engineers at a leading lab demonstrate prototype capable of autonomous navigation,"Engineers at a leading lab demonstrate prototype capable of autonomous navigation, in a development described as significant by the field.",Sci/Tech,3
Orbit Financial Group shares surge after positive investor forecast,"Orbit Financial Group shares surge after positive investor forecast, according to a statement released to investors this week.",Business,2
Space agency officials test new material that could improve solar panel efficiency,"Space agency officials test new material that could improve solar panel efficiency, in a development described as significant by the field.",Sci/Tech,3
A university research group test new material that could improve solar panel efficiency,"A university research group test new material that could improve solar panel efficiency, in a development described as significant by the field.",Sci/Tech,3
the City Wolves announces star player's return after injury,"In the marathon organizing committee, the city wolves announces star player's return after injury, drawing reaction from fans and analysts alike.",Sports,1
Japan: The president signs peace accord after months of negotiation,Japan the president signs peace accord after months of negotiation as officials react to unfolding developments across the region.,World,0
Scientists announce partnership to build next-generation data centers,"Scientists announce partnership to build next-generation data centers, in a development described as significant by the field.",Sci/Tech,3
Pinecrest Industries cuts thousands of jobs amid restructuring plan,"Pinecrest Industries cuts thousands of jobs amid restructuring plan, according to a statement released to investors this week.",Business,2
Silverline Bank announces merger with rival firm worth billions,"Silverline Bank announces merger with rival firm worth billions, according to a statement released to investors this week.",Business,2
the Highland Bears wins gold medal in stunning comeback performance,"In the Olympic committee, the highland bears wins gold medal in stunning comeback performance, drawing reaction from fans and analysts alike.",Sports,1
Cascade Retailers shares surge after positive investor forecast,"Cascade Retailers shares surge after positive investor forecast, according to a statement released to investors this week.",Business,2
Meridian Foods signs multi-year supply deal with key partner,"Meridian Foods signs multi-year supply deal with key partner, according to a statement released to investors this week.",Business,2
A team of developers demonstrate prototype capable of autonomous navigation,"A team of developers demonstrate prototype capable of autonomous navigation, in a development described as significant by the field.",Sci/Tech,3
the Coastal Sharks names new head coach ahead of upcoming season,"In the regional basketball association, the coastal sharks names new head coach ahead of upcoming season, drawing reaction from fans and analysts alike.",Sports,1
Nigeria: The foreign minister calls for emergency session following regional unrest,Nigeria the foreign minister calls for emergency session following regional unrest as officials react to unfolding developments across the region.,World,0
India: The defense secretary expands military cooperation with allied states,India the defense secretary expands military cooperation with allied states as officials react to unfolding developments across the region.,World,0
Engineers at a leading lab release open-source tool for analyzing genetic data,"Engineers at a leading lab release open-source tool for analyzing genetic data, in a development described as significant by the field.",Sci/Tech,3
A team of developers publish study on new method for detecting diseases early,"A team of developers publish study on new method for detecting diseases early, in a development described as significant by the field.",Sci/Tech,3
Dynatech Systems unveils plans for major expansion overseas,"Dynatech Systems unveils plans for major expansion overseas, according to a statement released to investors this week.",Business,2
Australia: The prime minister expands military cooperation with allied states,Australia the prime minister expands military cooperation with allied states as officials react to unfolding developments across the region.,World,0
Brazil: The un envoy expands military cooperation with allied states,Brazil the UN envoy expands military cooperation with allied states as officials react to unfolding developments across the region.,World,0
Silverline Bank raises interest rate outlook amid inflation concerns,"Silverline Bank raises interest rate outlook amid inflation concerns, according to a statement released to investors this week.",Business,2
Orbit Financial Group raises interest rate outlook amid inflation concerns,"Orbit Financial Group raises interest rate outlook amid inflation concerns, according to a statement released to investors this week.",Business,2
India: The foreign minister signs peace accord after months of negotiation,India the foreign minister signs peace accord after months of negotiation as officials react to unfolding developments across the region.,World,0
the Falcons secures qualification for next season's league,"In the world championship, the falcons secures qualification for next season's league, drawing reaction from fans and analysts alike.",Sports,1
Spain: Parliament hosts international summit on climate cooperation,Spain parliament hosts international summit on climate cooperation as officials react to unfolding developments across the region.,World,0
the National Eagles clinches dramatic victory in final minutes,"In the tennis grand slam, the national eagles clinches dramatic victory in final minutes, drawing reaction from fans and analysts alike.",Sports,1
An artificial intelligence firm publish study on new method for detecting diseases early,"An artificial intelligence firm publish study on new method for detecting diseases early, in a development described as significant by the field.",Sci/Tech,3
A robotics startup test new material that could improve solar panel efficiency,"A robotics startup test new material that could improve solar panel efficiency, in a development described as significant by the field.",Sci/Tech,3
Nexora Technologies launches new product line targeting younger consumers,"Nexora Technologies launches new product line targeting younger consumers, according to a statement released to investors this week.",Business,2
Silverline Bank shares surge after positive investor forecast,"Silverline Bank shares surge after positive investor forecast, according to a statement released to investors this week.",Business,2
Spain: The prime minister faces growing pressure over border security policy,Spain the prime minister faces growing pressure over border security policy as officials react to unfolding developments across the region.,World,0
Engineers at a leading lab reveal advances in machine learning for language translation,"Engineers at a leading lab reveal advances in machine learning for language translation, in a development described as significant by the field.",Sci/Tech,3
Kenya: The defense secretary expands military cooperation with allied states,Kenya the defense secretary expands military cooperation with allied states as officials react to unfolding developments across the region.,World,0
South Korea: The un envoy sends humanitarian aid after devastating floods,South Korea the UN envoy sends humanitarian aid after devastating floods as officials react to unfolding developments across the region.,World,0
the United Strikers wins gold medal in stunning comeback performance,"In the Olympic committee, the united strikers wins gold medal in stunning comeback performance, drawing reaction from fans and analysts alike.",Sports,1
Engineers at a leading lab demonstrate prototype capable of autonomous navigation,"Engineers at a leading lab demonstrate prototype capable of autonomous navigation, in a development described as significant by the field.",Sci/Tech,3
Engineers at a leading lab publish study on new method for detecting diseases early,"Engineers at a leading lab publish study on new method for detecting diseases early, in a development described as significant by the field.",Sci/Tech,3
the Riverside Warriors wins gold medal in stunning comeback performance,"In the rugby union, the riverside warriors wins gold medal in stunning comeback performance, drawing reaction from fans and analysts alike.",Sports,1
South Korea: The prime minister faces growing pressure over border security policy,South Korea the prime minister faces growing pressure over border security policy as officials react to unfolding developments across the region.,World,0
A university research group demonstrate prototype capable of autonomous navigation,"A university research group demonstrate prototype capable of autonomous navigation, in a development described as significant by the field.",Sci/Tech,3
Canada: The defense secretary imposes new sanctions amid diplomatic tensions,Canada the defense secretary imposes new sanctions amid diplomatic tensions as officials react to unfolding developments across the region.,World,0
Bluepeak Motors signs multi-year supply deal with key partner,"Bluepeak Motors signs multi-year supply deal with key partner, according to a statement released to investors this week.",Business,2
Space agency officials announce partnership to build next-generation data centers,"Space agency officials announce partnership to build next-generation data centers, in a development described as significant by the field.",Sci/Tech,3
Meridian Foods unveils plans for major expansion overseas,"Meridian Foods unveils plans for major expansion overseas, according to a statement released to investors this week.",Business,2
the Metro Lions faces suspension following controversial match incident,"In the regional basketball association, the metro lions faces suspension following controversial match incident, drawing reaction from fans and analysts alike.",Sports,1
Harborview Airlines launches new product line targeting younger consumers,"Harborview Airlines launches new product line targeting younger consumers, according to a statement released to investors this week.",Business,2
Kenya: The president announces new trade agreement with neighboring nations,Kenya the president announces new trade agreement with neighboring nations as officials react to unfolding developments across the region.,World,0
Harborview Airlines faces regulatory scrutiny over pricing practices,"Harborview Airlines faces regulatory scrutiny over pricing practices, according to a statement released to investors this week.",Business,2
Kenya: The prime minister imposes new sanctions amid diplomatic tensions,Kenya the prime minister imposes new sanctions amid diplomatic tensions as officials react to unfolding developments across the region.,World,0
Scientists develop breakthrough battery technology for electric vehicles,"Scientists develop breakthrough battery technology for electric vehicles, in a development described as significant by the field.",Sci/Tech,3
South Korea: The un envoy expands military cooperation with allied states,South Korea the UN envoy expands military cooperation with allied states as officials react to unfolding developments across the region.,World,0
Silverline Bank announces merger with rival firm worth billions,"Silverline Bank announces merger with rival firm worth billions, according to a statement released to investors this week.",Business,2
Silverline Bank launches new product line targeting younger consumers,"Silverline Bank launches new product line targeting younger consumers, according to a statement released to investors this week.",Business,2
Scientists test new material that could improve solar panel efficiency,"Scientists test new material that could improve solar panel efficiency, in a development described as significant by the field.",Sci/Tech,3
An artificial intelligence firm warn of security flaw affecting millions of devices,"An artificial intelligence firm warn of security flaw affecting millions of devices, in a development described as significant by the field.",Sci/Tech,3
Kenya: Opposition leaders faces criticism over handling of refugee crisis,Kenya opposition leaders faces criticism over handling of refugee crisis as officials react to unfolding developments across the region.,World,0
Nigeria: The un envoy faces growing pressure over border security policy,Nigeria the UN envoy faces growing pressure over border security policy as officials react to unfolding developments across the region.,World,0
A robotics startup release open-source tool for analyzing genetic data,"A robotics startup release open-source tool for analyzing genetic data, in a development described as significant by the field.",Sci/Tech,3
Spain: The prime minister reaches ceasefire agreement in long-running conflict,Spain the prime minister reaches ceasefire agreement in long-running conflict as officials react to unfolding developments across the region.,World,0
the Highland Bears wins gold medal in stunning comeback performance,"In the tennis grand slam, the highland bears wins gold medal in stunning comeback performance, drawing reaction from fans and analysts alike.",Sports,1
Meridian Foods faces regulatory scrutiny over pricing practices,"Meridian Foods faces regulatory scrutiny over pricing practices, according to a statement released to investors this week.",Business,2
Cascade Retailers cuts thousands of jobs amid restructuring plan,"Cascade Retailers cuts thousands of jobs amid restructuring plan, according to a statement released to investors this week.",Business,2
the Highland Bears extends winning streak to ten consecutive matches,"In the marathon organizing committee, the highland bears extends winning streak to ten consecutive matches, drawing reaction from fans and analysts alike.",Sports,1
Researchers test new material that could improve solar panel efficiency,"Researchers test new material that could improve solar panel efficiency, in a development described as significant by the field.",Sci/Tech,3
the Falcons advances to the championship after extra-time win,"In the marathon organizing committee, the falcons advances to the championship after extra-time win, drawing reaction from fans and analysts alike.",Sports,1
Egypt: The president announces new trade agreement with neighboring nations,Egypt the president announces new trade agreement with neighboring nations as officials react to unfolding developments across the region.,World,0
Cascade Retailers signs multi-year supply deal with key partner,"Cascade Retailers signs multi-year supply deal with key partner, according to a statement released to investors this week.",Business,2
the National Eagles advances to the championship after extra-time win,"In the regional basketball association, the national eagles advances to the championship after extra-time win, drawing reaction from fans and analysts alike.",Sports,1
the National Eagles secures qualification for next season's league,"In the regional basketball association, the national eagles secures qualification for next season's league, drawing reaction from fans and analysts alike.",Sports,1
the City Wolves names new head coach ahead of upcoming season,"In the regional basketball association, the city wolves names new head coach ahead of upcoming season, drawing reaction from fans and analysts alike.",Sports,1
South Korea: The defense secretary imposes new sanctions amid diplomatic tensions,South Korea the defense secretary imposes new sanctions amid diplomatic tensions as officials react to unfolding developments across the region.,World,0
Japan: The ruling party faces criticism over handling of refugee crisis,Japan the ruling party faces criticism over handling of refugee crisis as officials react to unfolding developments across the region.,World,0
the Coastal Sharks advances to the championship after extra-time win,"In the cricket board, the coastal sharks advances to the championship after extra-time win, drawing reaction from fans and analysts alike.",Sports,1
A university research group develop breakthrough battery technology for electric vehicles,"A university research group develop breakthrough battery technology for electric vehicles, in a development described as significant by the field.",Sci/Tech,3
Space agency officials reveal advances in machine learning for language translation,"Space agency officials reveal advances in machine learning for language translation, in a development described as significant by the field.",Sci/Tech,3
the United Strikers faces suspension following controversial match incident,"In the tennis grand slam, the united strikers faces suspension following controversial match incident, drawing reaction from fans and analysts alike.",Sports,1
Scientists warn of security flaw affecting millions of devices,"Scientists warn of security flaw affecting millions of devices, in a development described as significant by the field.",Sci/Tech,3
Harborview Airlines raises interest rate outlook amid inflation concerns,"Harborview Airlines raises interest rate outlook amid inflation concerns, according to a statement released to investors this week.",Business,2
Canada: Opposition leaders reaches ceasefire agreement in long-running conflict,Canada opposition leaders reaches ceasefire agreement in long-running conflict as officials react to unfolding developments across the region.,World,0
Turkey: Opposition leaders faces criticism over handling of refugee crisis,Turkey opposition leaders faces criticism over handling of refugee crisis as officials react to unfolding developments across the region.,World,0
the City Wolves secures qualification for next season's league,"In the world championship, the city wolves secures qualification for next season's league, drawing reaction from fans and analysts alike.",Sports,1
Meridian Foods announces merger with rival firm worth billions,"Meridian Foods announces merger with rival firm worth billions, according to a statement released to investors this week.",Business,2
Australia: The president sends humanitarian aid after devastating floods,Australia the president sends humanitarian aid after devastating floods as officials react to unfolding developments across the region.,World,0
France: The defense secretary imposes new sanctions amid diplomatic tensions,France the defense secretary imposes new sanctions amid diplomatic tensions as officials react to unfolding developments across the region.,World,0
the Metro Lions sets new record at this year's tournament,"In the world championship, the metro lions sets new record at this year's tournament, drawing reaction from fans and analysts alike.",Sports,1
the City Wolves announces star player's return after injury,"In the world championship, the city wolves announces star player's return after injury, drawing reaction from fans and analysts alike.",Sports,1
the Metro Lions announces star player's return after injury,"In the rugby union, the metro lions announces star player's return after injury, drawing reaction from fans and analysts alike.",Sports,1
A team of developers demonstrate prototype capable of autonomous navigation,"A team of developers demonstrate prototype capable of autonomous navigation, in a development described as significant by the field.",Sci/Tech,3
Spain: The prime minister signs peace accord after months of negotiation,Spain the prime minister signs peace accord after months of negotiation as officials react to unfolding developments across the region.,World,0
An artificial intelligence firm test new material that could improve solar panel efficiency,"An artificial intelligence firm test new material that could improve solar panel efficiency, in a development described as significant by the field.",Sci/Tech,3
the Highland Bears advances to the championship after extra-time win,"In the cricket board, the highland bears advances to the championship after extra-time win, drawing reaction from fans and analysts alike.",Sports,1
Silverline Bank raises interest rate outlook amid inflation concerns,"Silverline Bank raises interest rate outlook amid inflation concerns, according to a statement released to investors this week.",Business,2
Vertex Energy Corp signs multi-year supply deal with key partner,"Vertex Energy Corp signs multi-year supply deal with key partner, according to a statement released to investors this week.",Business,2
A university research group launch satellite mission to study distant galaxies,"A university research group launch satellite mission to study distant galaxies, in a development described as significant by the field.",Sci/Tech,3
Cascade Retailers launches new product line targeting younger consumers,"Cascade Retailers launches new product line targeting younger consumers, according to a statement released to investors this week.",Business,2
the United Strikers names new head coach ahead of upcoming season,"In the world championship, the united strikers names new head coach ahead of upcoming season, drawing reaction from fans and analysts alike.",Sports,1
A university research group launch satellite mission to study distant galaxies,"A university research group launch satellite mission to study distant galaxies, in a development described as significant by the field.",Sci/Tech,3
Space agency officials announce partnership to build next-generation data centers,"Space agency officials announce partnership to build next-generation data centers, in a development described as significant by the field.",Sci/Tech,3
the Highland Bears sets new record at this year's tournament,"In the rugby union, the highland bears sets new record at this year's tournament, drawing reaction from fans and analysts alike.",Sports,1
Bluepeak Motors signs multi-year supply deal with key partner,"Bluepeak Motors signs multi-year supply deal with key partner, according to a statement released to investors this week.",Business,2
the Highland Bears faces suspension following controversial match incident,"In the tennis grand slam, the highland bears faces suspension following controversial match incident, drawing reaction from fans and analysts alike.",Sports,1
the United Strikers secures qualification for next season's league,"In the cricket board, the united strikers secures qualification for next season's league, drawing reaction from fans and analysts alike.",Sports,1
the Metro Lions advances to the championship after extra-time win,"In the national football league, the metro lions advances to the championship after extra-time win, drawing reaction from fans and analysts alike.",Sports,1
the City Wolves wins gold medal in stunning comeback performance,"In the regional basketball association, the city wolves wins gold medal in stunning comeback performance, drawing reaction from fans and analysts alike.",Sports,1
Engineers at a leading lab demonstrate prototype capable of autonomous navigation,"Engineers at a leading lab demonstrate prototype capable of autonomous navigation, in a development described as significant by the field.",Sci/Tech,3
Kenya: The foreign minister expands military cooperation with allied states,Kenya the foreign minister expands military cooperation with allied states as officials react to unfolding developments across the region.,World,0
A robotics startup announce partnership to build next-generation data centers,"A robotics startup announce partnership to build next-generation data centers, in a development described as significant by the field.",Sci/Tech,3
Meridian Foods faces regulatory scrutiny over pricing practices,"Meridian Foods faces regulatory scrutiny over pricing practices, according to a statement released to investors this week.",Business,2
Bluepeak Motors reports stronger than expected quarterly earnings,"Bluepeak Motors reports stronger than expected quarterly earnings, according to a statement released to investors this week.",Business,2
Brazil: The defense secretary announces new trade agreement with neighboring nations,Brazil the defense secretary announces new trade agreement with neighboring nations as officials react to unfolding developments across the region.,World,0
Cascade Retailers announces merger with rival firm worth billions,"Cascade Retailers announces merger with rival firm worth billions, according to a statement released to investors this week.",Business,2
the Metro Lions extends winning streak to ten consecutive matches,"In the world championship, the metro lions extends winning streak to ten consecutive matches, drawing reaction from fans and analysts alike.",Sports,1
A robotics startup announce partnership to build next-generation data centers,"A robotics startup announce partnership to build next-generation data centers, in a development described as significant by the field.",Sci/Tech,3
the Riverside Warriors announces star player's return after injury,"In the national football league, the riverside warriors announces star player's return after injury, drawing reaction from fans and analysts alike.",Sports,1
Mexico: The president sends humanitarian aid after devastating floods,Mexico the president sends humanitarian aid after devastating floods as officials react to unfolding developments across the region.,World,0
Nigeria: The foreign minister signs peace accord after months of negotiation,Nigeria the foreign minister signs peace accord after months of negotiation as officials react to unfolding developments across the region.,World,0
the City Wolves extends winning streak to ten consecutive matches,"In the tennis grand slam, the city wolves extends winning streak to ten consecutive matches, drawing reaction from fans and analysts alike.",Sports,1
Meridian Foods cuts thousands of jobs amid restructuring plan,"Meridian Foods cuts thousands of jobs amid restructuring plan, according to a statement released to investors this week.",Business,2
Harborview Airlines unveils plans for major expansion overseas,"Harborview Airlines unveils plans for major expansion overseas, according to a statement released to investors this week.",Business,2
the Falcons suffers unexpected defeat in opening round,"In the tennis grand slam, the falcons suffers unexpected defeat in opening round, drawing reaction from fans and analysts alike.",Sports,1
Harborview Airlines faces regulatory scrutiny over pricing practices,"Harborview Airlines faces regulatory scrutiny over pricing practices, according to a statement released to investors this week.",Business,2
A university research group develop breakthrough battery technology for electric vehicles,"A university research group develop breakthrough battery technology for electric vehicles, in a development described as significant by the field.",Sci/Tech,3
A robotics startup unveil new chip design promising faster processing speeds,"A robotics startup unveil new chip design promising faster processing speeds, in a development described as significant by the field.",Sci/Tech,3
the Coastal Sharks suffers unexpected defeat in opening round,"In the marathon organizing committee, the coastal sharks suffers unexpected defeat in opening round, drawing reaction from fans and analysts alike.",Sports,1
Researchers unveil new chip design promising faster processing speeds,"Researchers unveil new chip design promising faster processing speeds, in a development described as significant by the field.",Sci/Tech,3
the Coastal Sharks secures qualification for next season's league,"In the national football league, the coastal sharks secures qualification for next season's league, drawing reaction from fans and analysts alike.",Sports,1
the Coastal Sharks suffers unexpected defeat in opening round,"In the world championship, the coastal sharks suffers unexpected defeat in opening round, drawing reaction from fans and analysts alike.",Sports,1
Turkey: Parliament calls for emergency session following regional unrest,Turkey parliament calls for emergency session following regional unrest as officials react to unfolding developments across the region.,World,0
Brazil: Opposition leaders sends humanitarian aid after devastating floods,Brazil opposition leaders sends humanitarian aid after devastating floods as officials react to unfolding developments across the region.,World,0
Space agency officials test new material that could improve solar panel efficiency,"Space agency officials test new material that could improve solar panel efficiency, in a development described as significant by the field.",Sci/Tech,3
Harborview Airlines cuts thousands of jobs amid restructuring plan,"Harborview Airlines cuts thousands of jobs amid restructuring plan, according to a statement released to investors this week.",Business,2
Scientists launch satellite mission to study distant galaxies,"Scientists launch satellite mission to study distant galaxies, in a development described as significant by the field.",Sci/Tech,3
Harborview Airlines reports stronger than expected quarterly earnings,"Harborview Airlines reports stronger than expected quarterly earnings, according to a statement released to investors this week.",Business,2
Engineers at a leading lab demonstrate prototype capable of autonomous navigation,"Engineers at a leading lab demonstrate prototype capable of autonomous navigation, in a development described as significant by the field.",Sci/Tech,3
France: The prime minister imposes new sanctions amid diplomatic tensions,France the prime minister imposes new sanctions amid diplomatic tensions as officials react to unfolding developments across the region.,World,0
Dynatech Systems shares plunge following disappointing sales figures,"Dynatech Systems shares plunge following disappointing sales figures, according to a statement released to investors this week.",Business,2
Cascade Retailers shares plunge following disappointing sales figures,"Cascade Retailers shares plunge following disappointing sales figures, according to a statement released to investors this week.",Business,2
Silverline Bank faces regulatory scrutiny over pricing practices,"Silverline Bank faces regulatory scrutiny over pricing practices, according to a statement released to investors this week.",Business,2
the Coastal Sharks wins gold medal in stunning comeback performance,"In the marathon organizing committee, the coastal sharks wins gold medal in stunning comeback performance, drawing reaction from fans and analysts alike.",Sports,1
Engineers at a leading lab develop breakthrough battery technology for electric vehicles,"Engineers at a leading lab develop breakthrough battery technology for electric vehicles, in a development described as significant by the field.",Sci/Tech,3
the National Eagles suffers unexpected defeat in opening round,"In the marathon organizing committee, the national eagles suffers unexpected defeat in opening round, drawing reaction from fans and analysts alike.",Sports,1
Orbit Financial Group launches new product line targeting younger consumers,"Orbit Financial Group launches new product line targeting younger consumers, according to a statement released to investors this week.",Business,2
An artificial intelligence firm test new material that could improve solar panel efficiency,"An artificial intelligence firm test new material that could improve solar panel efficiency, in a development described as significant by the field.",Sci/Tech,3
the National Eagles secures qualification for next season's league,"In the regional basketball association, the national eagles secures qualification for next season's league, drawing reaction from fans and analysts alike.",Sports,1
Canada: The ruling party reaches ceasefire agreement in long-running conflict,Canada the ruling party reaches ceasefire agreement in long-running conflict as officials react to unfolding developments across the region.,World,0
Canada: The president faces criticism over handling of refugee crisis,Canada the president faces criticism over handling of refugee crisis as officials react to unfolding developments across the region.,World,0
Nexora Technologies launches new product line targeting younger consumers,"Nexora Technologies launches new product line targeting younger consumers, according to a statement released to investors this week.",Business,2
A team of developers launch satellite mission to study distant galaxies,"A team of developers launch satellite mission to study distant galaxies, in a development described as significant by the field.",Sci/Tech,3
Engineers at a leading lab develop breakthrough battery technology for electric vehicles,"Engineers at a leading lab develop breakthrough battery technology for electric vehicles, in a development described as significant by the field.",Sci/Tech,3
Researchers unveil new chip design promising faster processing speeds,"Researchers unveil new chip design promising faster processing speeds, in a development described as significant by the field.",Sci/Tech,3
A robotics startup develop breakthrough battery technology for electric vehicles,"A robotics startup develop breakthrough battery technology for electric vehicles, in a development described as significant by the field.",Sci/Tech,3
Dynatech Systems shares surge after positive investor forecast,"Dynatech Systems shares surge after positive investor forecast, according to a statement released to investors this week.",Business,2
A robotics startup launch satellite mission to study distant galaxies,"A robotics startup launch satellite mission to study distant galaxies, in a development described as significant by the field.",Sci/Tech,3
Germany: The prime minister faces growing pressure over border security policy,Germany the prime minister faces growing pressure over border security policy as officials react to unfolding developments across the region.,World,0
A university research group warn of security flaw affecting millions of devices,"A university research group warn of security flaw affecting millions of devices, in a development described as significant by the field.",Sci/Tech,3
Cascade Retailers announces merger with rival firm worth billions,"Cascade Retailers announces merger with rival firm worth billions, according to a statement released to investors this week.",Business,2
the Metro Lions announces star player's return after injury,"In the tennis grand slam, the metro lions announces star player's return after injury, drawing reaction from fans and analysts alike.",Sports,1
A university research group launch satellite mission to study distant galaxies,"A university research group launch satellite mission to study distant galaxies, in a development described as significant by the field.",Sci/Tech,3
the Highland Bears wins gold medal in stunning comeback performance,"In the marathon organizing committee, the highland bears wins gold medal in stunning comeback performance, drawing reaction from fans and analysts alike.",Sports,1
Nexora Technologies launches new product line targeting younger consumers,"Nexora Technologies launches new product line targeting younger consumers, according to a statement released to investors this week.",Business,2
Turkey: Parliament hosts international summit on climate cooperation,Turkey parliament hosts international summit on climate cooperation as officials react to unfolding developments across the region.,World,0
Meridian Foods unveils plans for major expansion overseas,"Meridian Foods unveils plans for major expansion overseas, according to a statement released to investors this week.",Business,2
the Riverside Warriors secures qualification for next season's league,"In the marathon organizing committee, the riverside warriors secures qualification for next season's league, drawing reaction from fans and analysts alike.",Sports,1
Researchers develop breakthrough battery technology for electric vehicles,"Researchers develop breakthrough battery technology for electric vehicles, in a development described as significant by the field.",Sci/Tech,3
Silverline Bank announces merger with rival firm worth billions,"Silverline Bank announces merger with rival firm worth billions, according to a statement released to investors this week.",Business,2
Nexora Technologies launches new product line targeting younger consumers,"Nexora Technologies launches new product line targeting younger consumers, according to a statement released to investors this week.",Business,2
Australia: Parliament faces criticism over handling of refugee crisis,Australia parliament faces criticism over handling of refugee crisis as officials react to unfolding developments across the region.,World,0
the United Strikers sets new record at this year's tournament,"In the tennis grand slam, the united strikers sets new record at this year's tournament, drawing reaction from fans and analysts alike.",Sports,1
Meridian Foods faces regulatory scrutiny over pricing practices,"Meridian Foods faces regulatory scrutiny over pricing practices, according to a statement released to investors this week.",Business,2
A team of developers reveal advances in machine learning for language translation,"A team of developers reveal advances in machine learning for language translation, in a development described as significant by the field.",Sci/Tech,3
the Falcons wins gold medal in stunning comeback performance,"In the regional basketball association, the falcons wins gold medal in stunning comeback performance, drawing reaction from fans and analysts alike.",Sports,1
Silverline Bank cuts thousands of jobs amid restructuring plan,"Silverline Bank cuts thousands of jobs amid restructuring plan, according to a statement released to investors this week.",Business,2
An artificial intelligence firm reveal advances in machine learning for language translation,"An artificial intelligence firm reveal advances in machine learning for language translation, in a development described as significant by the field.",Sci/Tech,3
Vertex Energy Corp reports stronger than expected quarterly earnings,"Vertex Energy Corp reports stronger than expected quarterly earnings, according to a statement released to investors this week.",Business,2
Scientists unveil new chip design promising faster processing speeds,"Scientists unveil new chip design promising faster processing speeds, in a development described as significant by the field.",Sci/Tech,3
Dynatech Systems faces regulatory scrutiny over pricing practices,"Dynatech Systems faces regulatory scrutiny over pricing practices, according to a statement released to investors this week.",Business,2
Meridian Foods shares surge after positive investor forecast,"Meridian Foods shares surge after positive investor forecast, according to a statement released to investors this week.",Business,2
the Falcons secures qualification for next season's league,"In the world championship, the falcons secures qualification for next season's league, drawing reaction from fans and analysts alike.",Sports,1
Orbit Financial Group shares plunge following disappointing sales figures,"Orbit Financial Group shares plunge following disappointing sales figures, according to a statement released to investors this week.",Business,2
Meridian Foods faces regulatory scrutiny over pricing practices,"Meridian Foods faces regulatory scrutiny over pricing practices, according to a statement released to investors this week.",Business,2
